tf-idf,length,position,present_early,present_end,keyword
0,3,0.00101833,1,0,0
1.609437912,9,0.023647884,1,0,0
0,3,0.000226296,1,0,0
1.609437912,8,0.02387418,1,0,0
2.995732274,6,0.023987327,1,0,0
3.218875825,9,0.021158633,1,0,0
0,2,0.016293279,1,0,0
0,4,0.024326771,1,0,0
0,2,0.021271781,1,0,0
0,2,0.002262955,1,0,0
2.995732274,3,0.024666214,1,0,0
2.302585093,10,0.024779362,1,0,0
0,4,0.017198461,1,0,0
2.995732274,2,0.025005657,1,0,0
2.302585093,6,0.025118805,1,0,0
0,3,0.000565739,1,0,0
5.991464547,3,0.025345101,1,0,0
3.583518938,5,0.025458248,1,0,0
2.995732274,12,0.025571396,1,0,0
0,4,0.009957004,1,0,0
0,8,0.025797692,1,0,0
0,3,0.022403259,1,0,0
0,9,0.026023987,1,0,0
0,2,0.021271781,1,0,0
0,3,0.00101833,1,0,0
2.302585093,6,0.026363431,1,0,0
2.995732274,13,0.026476578,1,0,0
2.995732274,10,0.026589726,1,0,0
0.693147181,7,0.026702874,1,0,0
1.791759469,10,0.026816022,1,0,0
2.995732274,5,0.026929169,1,0,0
1.609437912,5,0.027042317,1,0,0
2.995732274,8,0.027155465,1,0,0
2.995732274,5,0.027268613,1,0,0
0,8,0.025797692,1,0,0
0,3,0.022403259,1,0,0
0,9,0.026023987,1,0,0
0,2,0.021271781,1,0,0
5.991464547,3,0.025345101,1,0,0
3.583518938,5,0.025458248,1,0,0
2.995732274,12,0.028060647,1,0,0
0,10,0.028173795,1,0,0
0,2,0.014256619,1,0,0
0,4,0.028400091,1,0,0
0,7,0.028513238,1,0,0
0,2,0.028626386,1,0,0
0,4,0.028739534,1,0,0
0,6,0.028852682,1,0,0
0,2,0.001810364,1,0,1
0,3,0.01572754,1,0,0
0,2,0.028626386,1,0,0
0,4,0.024326771,1,0,0
0,2,0.001810364,1,0,1
0,4,0.001923512,1,0,0
0,4,0.022290111,1,0,0
0,3,0.000226296,1,0,0
0,8,0.029871012,1,0,0
0,2,0.028626386,1,0,0
0,9,0.030097307,1,0,0
0,3,0.030210455,1,0,0
0,2,0.002149808,1,0,0
0,7,0.03043675,1,0,0
0,7,0.030549898,1,0,0
0,3,0.030663046,1,0,0
0,8,0.030776194,1,0,0
0,4,0.030889341,1,0,0
0,6,0.028852682,1,0,0
0,3,0.031115637,1,0,0
0,3,0.031228785,1,0,0
0,4,0.031341933,1,0,0
0,2,0.028626386,1,0,0
0,11,0.031568228,1,0,0
0,3,0.000226296,1,0,0
0,6,0.031794524,1,0,0
0,2,0.028626386,1,0,0
0,10,0.032020819,1,0,0
0,9,0.032133967,1,0,0
0,3,0.000565739,1,0,0
0,4,0.030889341,1,0,0
0,6,0.028852682,1,0,0
0,4,0.032586558,1,0,0
0,4,0.001923512,1,0,0
0,6,0.032812854,1,0,0
0,3,0.000565739,1,0,0
0,3,0.00101833,1,0,0
0,4,0.033152297,1,0,0
0,8,0.033265445,1,0,0
0,2,0.00305499,1,0,0
0,3,0.00101833,1,0,0
0,5,0.033604888,1,0,0
0,5,0.033718036,1,0,0
0,2,0.033831184,1,0,0
0,4,0.033944331,1,0,0
0,10,0.034057479,1,0,0
0,2,0.014256619,1,0,0
0,10,0.034283775,1,0,0
0,2,0.014256619,1,0,0
0,4,0.03451007,1,0,0
0,2,0.00305499,1,0,0
0,7,0.034736366,1,0,0
0,2,0.028626386,1,0,0
0,2,0.014256619,1,0,0
0,12,0.035075809,1,0,0
0,2,0.014256619,1,0,0
0,6,0.035302105,1,0,0
0,8,0.035415252,1,0,0
0,5,0.0355284,1,0,0
0,8,0.035641548,1,0,0
0,10,0.035754696,1,0,0
0,6,0.035867843,1,0,0
0,1,0.021384929,1,0,0
0,4,0.036094139,1,0,0
2.995732274,8,0.036207287,1,0,0
0.693147181,3,0.036320434,1,0,0
2.995732274,6,0.036433582,1,0,0
1.609437912,5,0.03654673,1,0,0
1.791759469,8,0.036659878,1,0,0
2.995732274,11,0.036773026,1,0,0
0.693147181,4,0.036886173,1,0,0
0,9,0.036999321,1,0,0
1.609437912,4,0.037112469,1,0,0
0,3,0.037225617,1,0,0
2.995732274,21,0.037338764,1,0,0
2.197224577,3,0.037451912,1,0,0
0.693147181,1,0.03756506,1,0,0
1.386294361,5,0.037678208,1,0,0
0,1,0.017651052,1,0,0
5.991464547,5,0.037904503,1,0,0
149.7866137,9,0.015388097,1,0,0
0,3,0.000226296,1,0,0
0,1,0.004865354,1,0,0
0,11,0.002828694,1,0,1
8.987196821,13,0.038470242,1,0,0
0,2,0.001810364,1,0,1
150.5077954,7,0.003620729,1,0,1
0,1,0.003168138,1,0,0
3.465735903,3,0.038922833,1,0,0
1.386294361,4,0.039035981,1,0,0
0,1,0.017651052,1,0,0
0,3,0.001470921,1,0,0
5.991464547,20,0.039375424,1,0,0
12.47664925,9,0.039488572,1,0,0
0,3,0.000226296,1,0,0
3.218875825,9,0.039714868,1,0,0
11.98292909,8,0.039828015,1,0,0
2.995732274,14,0.039941163,1,0,1
0,2,0.001810364,1,0,0
2.079441542,4,0.011880516,1,0,0
0,3,0.001470921,1,0,0
0,4,0.001584069,1,0,0
2.995732274,7,0.040506902,1,0,0
3.583518938,5,0.04062005,1,0,0
0,2,0.016293279,1,0,0
0,1,0.021384929,1,0,0
2.995732274,9,0.040959493,1,0,0
2.197224577,9,0.041072641,1,0,0
0,5,0.006788866,1,0,0
0,6,0.041298936,1,0,0
0,3,0.00101833,1,0,0
20.97012591,18,0.041525232,1,0,0
12.47664925,9,0.039488572,1,0,1
0,2,0.001810364,1,0,0
0,3,0.041864675,1,0,0
0,2,0.014256619,1,0,0
0,2,0.042090971,1,0,0
0,4,0.042204119,1,0,0
0,4,0.042317266,1,0,0
47.13400828,7,0.002941842,1,0,1
0,2,0.001810364,1,0,0
0,4,0.04265671,1,0,0
0,3,0.000565739,1,0,0
0,4,0.04265671,1,0,0
11.98292909,8,0.042996153,1,0,0
0,5,0.043109301,1,0,0
5.493061443,9,0.043222449,1,0,0
7.167037877,5,0.043335596,1,0,0
0,2,0.014256619,1,0,0
0.693147181,7,0.043561892,1,0,0
2.995732274,10,0.04367504,1,0,0
1.791759469,5,0.043788187,1,0,0
0,5,0.043901335,1,0,0
0,3,0.00101833,1,0,0
1.791759469,7,0.044127631,1,0,1
0,2,0.001810364,1,0,0
0,4,0.001923512,1,0,0
12.47664925,9,0.039488572,1,0,0
0.693147181,7,0.044580222,1,0,0
0,2,0.00305499,1,0,0
5.991464547,11,0.044806517,1,0,0
0,3,0.00101833,1,0,0
0,5,0.045032813,1,0,0
23.96585819,8,0.017424757,1,0,0
0,3,0.000565739,1,0,0
0,2,0.045372256,1,0,0
7.167037877,9,0.045485404,1,0,0
1.609437912,10,0.045598552,1,0,0
0.693147181,7,0.045711699,1,0,0
0,3,0.00101833,1,0,0
6.238324625,8,0.045937995,1,0,0
32.2361913,8,0.046051143,1,0,0
0,5,0.046164291,1,0,0
0,3,0.031115637,1,0,0
2.995732274,8,0.046390586,1,0,0
2.772588722,3,0.046503734,1,0,0
0,1,0.021384929,1,0,0
0,3,0.046730029,1,0,0
2.995732274,10,0.046843177,1,0,0
0,2,0.016293279,1,0,0
0,7,0.047069473,1,0,0
0,1,0.021384929,1,0,1
59.91464547,9,0.002489251,1,0,0
0,3,0.000565739,1,0,0
0,2,0.002262955,1,0,0
17.97439364,10,0.047635212,1,0,0
0,5,0.006788866,1,0,0
2.302585093,7,0.047861507,1,0,0
0,4,0.047974655,1,0,0
0,2,0.002262955,1,0,0
149.7866137,9,0.015388097,1,0,0
0,2,0.00305499,1,0,0
2.079441542,12,0.048427246,1,0,0
0,5,0.048540394,1,0,0
68.90184229,10,0.048653542,1,0,1
0,2,0.001810364,1,0,0
0,3,0.00101833,1,0,0
0,5,0.045032813,1,0,0
1.386294361,5,0.049106133,1,0,0
0,4,0.009957004,1,0,0
3.465735903,7,0.049332428,1,0,0
0,2,0.002149808,1,0,0
0,4,0.049558724,1,0,0
0,2,0.002262955,1,0,0
2.079441542,8,0.049785019,1,0,0
4.605170186,9,0.049898167,1,0,0
2.995732274,6,0.050011315,1,0,0
2.079441542,3,0.050124463,1,0,0
0,3,0.00101833,1,0,0
0,4,0.033152297,1,0,0
1.791759469,8,0.050463906,1,0,0
0,9,0.050577054,1,0,0
0,2,0.00305499,1,0,0
0,3,0.00101833,1,0,0
2.995732274,8,0.050916497,1,0,0
2.995732274,10,0.051029645,1,0,0
0,3,0.000226296,1,0,0
0,4,0.05125594,1,0,0
1.609437912,8,0.051369088,1,0,0
0,10,0.051482236,1,0,0
0,3,0.000565739,1,0,0
0,7,0.051708531,1,0,0
0,11,0.051821679,1,0,0
2.995732274,5,0.051934827,1,0,0
2.995732274,12,0.052047975,1,0,1
0,2,0.001810364,1,0,0
2.995732274,11,0.05227427,1,0,0
2.302585093,8,0.052387418,1,0,0
2.302585093,11,0.052500566,1,0,0
2.995732274,7,0.052613714,1,0,0
2.772588722,10,0.052726861,1,0,0
0,7,0.052840009,1,0,0
0,5,0.052953157,1,0,0
6.907755279,7,0.053066305,1,0,0
1.609437912,10,0.053179452,1,0,0
0,12,0.0532926,1,0,0
0,4,0.009957004,1,0,0
0,5,0.00203666,1,0,0
2.302585093,5,0.053632043,1,0,0
0,4,0.042317266,1,0,0
11.51292547,10,0.053858339,1,0,0
19.70935416,10,0.017085313,1,0,0
0,4,0.017198461,1,0,0
8.317766167,4,0.054197782,1,0,0
22.53213077,6,0.05431093,1,0,0
32.2361913,8,0.046051143,1,0,0
3.465735903,4,0.054537226,1,0,0
0,1,0.021384929,1,0,0
8.317766167,4,0.054197782,1,0,0
22.53213077,6,0.05431093,1,0,1
20.79441542,6,0.054989817,1,0,0
0,2,0.002149808,1,0,0
0,1,0.021384929,1,0,0
2.772588722,12,0.05532926,1,0,0
0,5,0.006788866,1,0,0
0,8,0.055555556,1,0,0
0,4,0.018556234,1,0,0
29.93360621,8,0.055781851,1,0,0
0,3,0.001470921,1,0,0
19.70935416,10,0.017085313,1,0,0
0.693147181,4,0.056121294,1,0,0
0,2,0.002149808,1,0,0
0,2,0.014256619,1,0,0
1.386294361,6,0.056460738,1,0,0
1.386294361,9,0.056573885,1,0,0
2.772588722,10,0.052726861,1,0,0
4.605170186,7,0.056800181,1,0,0
2.995732274,11,0.056913329,1,0,0
0,2,0.014256619,1,0,0
2.302585093,7,0.057139624,1,0,0
0,4,0.001923512,1,0,1
150.5077954,7,0.003620729,1,0,0
0,4,0.057479068,1,0,0
0,6,0.057592215,1,0,0
1.791759469,5,0.057705363,1,0,0
3.295836866,6,0.057818511,1,0,0
0,1,0.021384929,1,0,0
0.693147181,8,0.058044807,1,0,1
0,2,0.001810364,1,0,1
0,11,0.002828694,1,0,0
2.995732274,8,0.05838425,1,0,0
11.98292909,5,0.058497398,1,0,0
1.791759469,6,0.058610545,1,0,0
0,3,0.00101833,1,0,0
1.386294361,7,0.058836841,1,0,0
2.302585093,11,0.058949989,1,0,0
2.995732274,10,0.059063136,1,0,0
0,3,0.030210455,1,0,1
0,2,0.001810364,1,0,0
1.609437912,8,0.05940258,1,0,0
47.13400828,7,0.002941842,1,0,0
0,2,0.016293279,1,0,0
2.995732274,12,0.059742023,1,0,0
2.995732274,10,0.059855171,1,0,0
0,3,0.000565739,1,0,0
0,2,0.016293279,1,0,0
2.995732274,17,0.060194614,1,0,1
29.95732274,10,0.060307762,1,0,0
0,4,0.06042091,1,0,0
0,5,0.060534057,1,0,0
0,12,0.060647205,1,0,0
0,2,0.016293279,1,0,0
0,1,0.021384929,1,0,0
2.995732274,3,0.060986649,1,0,0
0.693147181,7,0.061099796,1,0,1
0,2,0.001810364,1,0,0
2.197224577,5,0.061326092,1,0,0
0,2,0.016293279,1,0,0
1.098612289,11,0.061552387,1,0,0
0,8,0.061665535,1,0,0
0.693147181,7,0.061778683,1,0,0
0,5,0.061891831,1,0,0
11.51292547,10,0.053858339,1,0,0
0,4,0.062118126,1,0,0
0,3,0.031228785,1,0,0
1.386294361,4,0.062344422,1,0,0
0,2,0.002262955,1,0,0
1.609437912,6,0.062570717,1,0,0
0,4,0.062683865,1,0,0
0,2,0.007807196,1,0,0
0,2,0.016293279,1,0,0
1.386294361,9,0.056573885,1,0,0
16.11809565,13,0.063136456,1,0,1
0,2,0.001810364,1,0,0
2.772588722,13,0.063362752,1,0,0
0.693147181,8,0.0634759,1,0,0
1.791759469,4,0.063589047,1,0,0
2.302585093,3,0.063702195,1,0,0
3.295836866,5,0.063815343,1,0,0
2.302585093,10,0.063928491,1,0,0
2.302585093,5,0.064041638,1,0,0
2.302585093,4,0.064154786,1,0,0
2.995732274,4,0.064267934,1,0,0
0,4,0.064381082,1,0,0
3.218875825,10,0.064494229,1,0,0
0,4,0.064607377,1,0,0
0,3,0.000565739,1,0,0
1.609437912,5,0.064833673,1,0,0
2.079441542,4,0.021950668,1,0,0
0,4,0.022290111,1,0,0
0,2,0.016293279,1,0,0
0,4,0.001923512,1,0,0
1.609437912,7,0.065399412,1,0,0
0,4,0.065512559,1,0,0
0,3,0.00101833,1,0,0
3.465735903,4,0.016519575,1,0,0
2.772588722,2,0.065852003,1,0,0
5.545177444,5,0.016859018,1,0,0
0,3,0.020366599,1,0,0
1.609437912,7,0.066191446,1,0,0
0,2,0.00305499,1,0,0
0,4,0.066417742,1,0,0
0,2,0.002149808,1,0,0
6.931471806,3,0.066644037,1,0,0
0,6,0.066757185,1,0,0
11.98292909,6,0.066870333,1,0,0
1.791759469,11,0.06698348,1,0,0
0,2,0.016293279,1,0,0
0,5,0.006788866,1,0,0
0,3,0.00101833,1,0,0
149.7866137,9,0.015388097,1,0,0
0,2,0.002149808,1,0,0
0,5,0.045032813,1,0,0
0,2,0.007807196,1,0,0
3.465735903,5,0.067888663,1,0,0
0,3,0.031228785,1,0,0
0,4,0.049558724,1,0,0
0,3,0.00101833,1,0,0
2.995732274,7,0.068341254,1,0,0
0,4,0.017198461,1,0,0
2.995732274,4,0.068567549,1,0,0
2.995732274,9,0.068680697,1,0,0
22.53213077,6,0.05431093,1,0,0
5.375278408,7,0.068906993,1,0,0
0,3,0.06902014,1,0,0
0,4,0.012106811,1,0,0
0,1,0.021384929,1,0,0
0,3,0.069359584,1,0,0
1.791759469,5,0.069472731,1,0,0
22.53213077,6,0.05431093,1,0,0
12.8755033,4,0.069699027,1,0,0
4.605170186,7,0.056800181,1,0,0
0,3,0.00101833,1,0,0
5.991464547,6,0.07003847,1,0,0
0,1,0.070151618,1,0,0
1.791759469,13,0.070264766,1,0,0
0.693147181,6,0.070377914,1,0,1
0,2,0.001810364,1,0,0
0,4,0.070604209,1,0,1
0,2,0.001810364,1,0,0
0,4,0.001923512,1,0,0
1.386294361,4,0.070943652,1,0,1
0,2,0.001810364,1,0,0
0,4,0.022290111,1,0,0
0,2,0.002149808,1,0,0
2.995732274,5,0.071396243,1,0,0
0.693147181,7,0.071509391,1,0,0
1.609437912,10,0.071622539,1,0,0
0,5,0.006788866,1,0,0
0,3,0.020366599,1,0,0
0,4,0.071961982,1,0,0
1.791759469,6,0.07207513,1,0,0
2.995732274,7,0.072188278,1,0,0
2.302585093,4,0.072301426,1,0,0
0,5,0.072414573,1,0,0
0,3,0.002715547,1,0,0
5.545177444,5,0.016859018,1,0,0
5.991464547,4,0.072754017,1,0,0
0,2,0.002149808,1,0,0
2.995732274,10,0.072980312,1,0,0
2.995732274,14,0.07309346,1,0,0
19.70935416,10,0.017085313,1,0,0
0,4,0.017198461,1,0,0
0,1,0.021384929,1,0,0
0,3,0.069359584,1,0,1
0,11,0.002828694,1,0,0
8.317766167,4,0.054197782,1,0,0
32.2361913,8,0.046051143,1,0,0
0,4,0.009957004,1,0,0
0,4,0.07411179,1,0,1
0,2,0.001810364,1,0,0
19.70935416,10,0.017085313,1,0,0
0,2,0.002149808,1,0,0
0,9,0.074564381,1,0,0
0,2,0.016293279,1,0,0
0,7,0.074790677,1,0,0
0,12,0.060647205,1,0,0
0,5,0.061891831,1,0,0
0,2,0.07513012,1,0,0
0,2,0.002149808,1,0,0
2.995732274,12,0.075356415,1,0,0
0,2,0.014256619,1,0,0
0,4,0.06042091,1,0,0
0,1,0.021384929,1,0,0
0.693147181,5,0.075809007,1,0,0
22.53213077,6,0.05431093,1,0,0
14.97866137,4,0.076035302,1,0,0
0,2,0.028626386,1,0,0
2.995732274,17,0.076261598,1,0,0
2.995732274,9,0.076374745,1,0,0
0,4,0.065512559,1,0,0
0,3,0.076601041,1,0,0
0,8,0.076714189,1,0,0
1.098612289,7,0.076827337,1,0,0
0,8,0.076940484,1,0,0
0,2,0.07513012,1,0,0
0,2,0.002149808,1,0,0
2.079441542,6,0.077279928,1,0,0
0,5,0.077393075,1,0,0
0,2,0.014256619,1,0,0
0,2,0.042090971,1,0,0
1.386294361,10,0.077732519,1,0,0
0,4,0.077845666,1,0,0
0,4,0.049558724,1,0,0
0,3,0.020027155,1,0,0
8.317766167,4,0.054197782,1,0,1
20.79441542,6,0.054989817,1,0,0
0,2,0.002149808,1,0,0
2.995732274,10,0.078524553,1,0,0
0,4,0.078637701,1,0,0
0,2,0.078750849,1,0,0
0,5,0.078863996,1,0,0
0,1,0.004865354,1,0,1
0,11,0.002828694,1,0,0
47.13400828,7,0.002941842,0,0,0
0,3,0.031115637,0,0,0
0,9,0.050577054,0,0,0
19.70935416,10,0.017085313,0,0,0
0.693147181,7,0.079656031,0,0,0
0,8,0.076714189,0,0,0
0,2,0.016293279,0,0,0
2.995732274,10,0.079995474,0,0,0
0,3,0.001470921,0,0,0
41.94025183,8,0.08022177,0,0,0
0,4,0.01369088,0,0,0
0,2,0.002149808,0,0,0
0,3,0.00101833,0,0,0
0,3,0.020027155,0,0,0
0,2,0.005770536,0,0,0
0,4,0.080900656,0,0,0
1.386294361,5,0.081013804,0,0,0
0,2,0.00305499,0,0,0
0,2,0.016293279,0,0,0
0,4,0.001923512,0,0,0
1.609437912,5,0.081466395,0,0,0
0,3,0.001470921,0,0,0
1.386294361,4,0.081692691,0,0,1
0,2,0.001810364,0,0,0
0,3,0.00101833,0,0,0
1.791759469,12,0.082032134,0,0,0
0,2,0.002149808,0,0,0
0.693147181,10,0.08225843,0,0,0
0,2,0.007807196,0,0,0
2.079441542,8,0.082484725,0,0,0
2.995732274,5,0.082597873,0,0,0
1.386294361,5,0.082711021,0,0,0
0,2,0.021271781,0,0,0
3.295836866,10,0.082937316,0,0,0
0,3,0.083050464,0,0,0
0,4,0.001584069,0,0,0
0,6,0.001697217,0,0,0
0,2,0.016293279,0,0,0
0,3,0.00101833,0,0,0
2.079441542,7,0.083616203,0,0,1
0,2,0.001810364,0,0,1
35.94878728,6,0.000678887,0,0,0
4.828313737,7,0.083955646,0,0,0
0,2,0.084068794,0,0,0
0,4,0.084181942,0,0,0
2.302585093,4,0.084295089,0,0,0
0,2,0.014256619,0,0,0
0,3,0.00101833,0,0,0
2.079441542,7,0.083616203,0,0,1
0,2,0.001810364,0,0,1
29.95732274,10,0.060307762,0,0,0
0,3,0.000565739,0,0,1
59.91464547,9,0.002489251,0,0,0
0,1,0.005657389,0,0,0
3.295836866,10,0.082937316,0,0,0
0,3,0.00101833,0,0,0
1.386294361,8,0.085539715,0,0,0
1.386294361,10,0.085652863,0,0,0
0,3,0.000565739,0,0,0
1.791759469,7,0.085879158,0,0,0
0,3,0.083050464,0,0,0
0,6,0.001697217,0,0,0
0,2,0.016293279,0,0,0
0,4,0.001923512,0,0,0
0.693147181,9,0.086444897,0,0,0
2.079441542,4,0.086558045,0,0,0
0,2,0.005770536,0,0,0
6.931471806,4,0.08678434,0,0,0
0,2,0.002262955,0,0,0
1.098612289,8,0.087010636,0,0,1
0,2,0.001810364,0,0,0
0,3,0.00101833,0,0,1
15.94238515,12,0.008938674,0,0,1
0,2,0.001810364,0,0,0
0,3,0.083050464,0,0,0
5.991464547,11,0.087689523,0,0,0
3.295836866,10,0.082937316,0,0,0
0,3,0.00101833,0,0,0
0,4,0.001584069,0,0,0
4.394449155,8,0.088142114,0,0,0
30.45991098,6,0.088255261,0,0,0
0,2,0.005770536,0,0,0
7.690286021,9,0.005883684,0,0,0
2.772588722,5,0.088594705,0,0,0
0,3,0.00101833,0,0,0
0.693147181,4,0.088821,0,0,0
