tf-idf,length,position,present_early,present_end,keyword
0,2,0.009148705,0,0,0
0,3,0.003721507,0,0,0
14.97866137,13,0.079392154,0,0,0
0,2,0.006047449,0,0,0
0,3,0.003721507,0,0,0
4.394449155,6,0.2646922,0,0,0
1.098612289,6,0.368274151,0,0,0
50.92744865,10,0.005427198,0,0,0
1.386294361,9,0.286866181,0,0,0
0,3,0.003721507,0,0,1
14.97866137,13,0.079392154,0,0,0
0,2,0.006047449,0,0,0
0,3,0.003721507,0,0,0
0,5,0.254613118,0,0,0
0,3,0.004341758,0,0,0
2.772588722,9,0.2580245,0,0,0
0,5,0.005582261,0,0,0
0,3,0.003721507,0,0,0
2.772588722,7,0.179252597,0,0,0
0,2,0.006047449,0,0,0
11.98292909,11,0.37044503,0,0,0
0,4,0.006357575,0,0,0
0,3,0.004341758,0,0,0
0.693147181,13,0.370910219,0,0,0
0.693147181,6,0.371065281,0,0,0
0,2,0.004806947,0,0,0
0,3,0.003721507,0,0,0
5.991464547,3,0.347030547,0,0,0
69.20583023,11,0.002170879,0,0,0
2.995732274,8,0.371840595,0,0,0
0,1,0,0,0,0
6.238324625,8,0.287331369,0,0,0
0,3,0.004341758,0,0,0
2.302585093,8,0.372460847,0,0,0
0,4,0.132268569,0,0,0
0,3,0.003721507,0,0,0
0,5,0.254613118,0,0,1
0,4,0.366258335,0,0,0
0,2,0.231508761,0,0,0
0,3,0.003721507,0,0,0
2.772588722,7,0.179252597,0,0,0
0,2,0.006047449,0,0,0
11.98292909,11,0.37044503,0,0,0
19.31325495,8,0.374011475,0,0,0
0,2,0.004806947,0,0,0
0,2,0.356954567,0,0,0
0,5,0.374476663,0,0,0
11.98292909,2,0.374631726,0,0,0
0,4,0.144053342,0,0,1
0,3,0.003721507,0,0,0
6.238324625,8,0.287331369,0,0,0
0,3,0.004341758,0,0,0
5.991464547,7,0.365638083,0,0,0
0,4,0.132268569,0,0,0
0,3,0.003721507,0,0,0
4.394449155,6,0.2646922,0,0,0
0,2,0.119398356,0,0,0
2.197224577,9,0.376182354,0,0,0
0,3,0.003721507,0,0,0
2.772588722,8,0.207474027,0,0,1
0,2,0.006047449,0,0,0
0,3,0.003721507,0,0,0
85.19564844,12,0.046208715,0,0,0
0,5,0.005582261,0,0,0
2.772588722,8,0.377267793,0,0,0
0,2,0.006047449,0,0,0
39.41870832,6,0.184059544,0,0,0
0,3,0.016281594,0,0,0
5.991464547,10,0.377888045,0,0,0
9.704060528,6,0.378043107,0,0,0
0,3,0.016281594,0,0,0
24.9532985,9,0.18436967,0,0,1
0,2,0.003101256,0,0,0
0,4,0.068382695,0,0,0
0.693147181,7,0.378818421,0,0,0
0,3,0.00883858,0,0,0
0,7,0.379128547,0,0,0
0,2,0.009924019,0,0,0
0,8,0.379438673,0,0,0
9.704060528,6,0.378043107,0,0,0
0,1,0.170879206,0,0,0
4.394449155,3,0.379903861,0,0,0
0,2,0.006047449,0,0,0
38.94451956,11,0.00279113,0,0,0
47.82715546,5,0.002946193,0,0,0
9.010913347,10,0.215537293,0,0,0
0,2,0.003101256,0,0,0
0,3,0.003721507,0,0,0
12.08473518,9,0.04264227,0,0,0
85.19564844,12,0.046208715,0,0,0
0,4,0.006357575,0,0,0
0,3,0.00883858,0,0,0
2.197224577,7,0.381609552,0,0,0
4.394449155,3,0.379903861,0,0,0
0,2,0.006047449,0,0,0
38.94451956,11,0.00279113,0,0,0
47.82715546,5,0.002946193,0,0,0
9.010913347,10,0.215537293,0,0,0
0,2,0.003101256,0,0,0
0,3,0.003721507,0,0,0
9.704060528,6,0.083888975,0,0,0
85.19564844,12,0.046208715,0,0,0
9.210340372,9,0.38316018,0,0,0
0,1,0.170879206,0,0,0
4.394449155,3,0.379903861,0,0,0
0,2,0.006047449,0,0,0
38.94451956,11,0.00279113,0,0,0
47.82715546,5,0.002946193,0,0,0
9.010913347,10,0.215537293,0,0,0
0,2,0.003101256,0,0,0
0,3,0.003721507,0,0,0
12.08473518,9,0.04264227,0,0,0
85.19564844,12,0.046208715,0,0,0
0,4,0.006357575,0,0,0
0,3,0.00883858,0,0,0
2.197224577,7,0.381609552,0,0,0
4.394449155,3,0.379903861,0,0,0
0,2,0.006047449,0,0,0
38.94451956,11,0.00279113,0,0,0
47.82715546,5,0.002946193,0,0,0
9.010913347,10,0.215537293,0,0,0
0,2,0.003101256,0,0,0
0,3,0.003721507,0,0,0
12.08473518,9,0.04264227,0,0,0
85.19564844,12,0.046208715,0,0,0
2.995732274,11,0.386726624,0,0,0
2.995732274,8,0.386881687,0,0,0
2.995732274,9,0.38703675,0,0,0
0,3,0.019072724,0,0,0
78.86245771,7,0.002325942,0,0,0
0,4,0.006357575,0,0,0
0,3,0.004341758,0,0,0
0,9,0.004496821,0,0,0
0,3,0.000620251,0,0,0
38.94451956,11,0.00279113,0,0,0
47.82715546,5,0.002946193,0,0,0
0,2,0.024810048,0,0,0
0,2,0.009924019,0,0,0
0.693147181,8,0.388742441,0,0,0
2.079441542,5,0.167467824,0,0,0
0,1,0.005737324,0,0,0
131.81222,9,0.051170724,0,0,0
23.56700414,6,0.114281284,0,0,0
0,1,0,0,0,0
4.852030264,1,0.106218018,0,0,0
4.852030264,1,0.105907893,0,0,0
6.931471806,1,0.114901535,0,0,0
0,1,0.168708327,0,0,0
0,3,0.003721507,0,0,0
34.53877639,11,0.390448131,0,0,0
3.583518938,8,0.390603194,0,0,0
0,3,0.000620251,0,0,0
140.7994169,6,0.009458831,0,0,0
32.95305501,2,0.106528144,0,0,0
5.991464547,3,0.391223445,0,0,0
2.995732274,9,0.391378508,0,0,0
0,1,0.170879206,0,0,0
2.995732274,4,0.391688634,0,0,0
12.47664925,1,0.104822453,0,0,0
16.47918433,3,0.105597767,0,0,0
0,1,0.10575283,0,0,0
11.98292909,8,0.171499457,0,0,0
0,1,0.392463948,0,0,0
1.791759469,4,0.392619011,0,0,0
12.47664925,1,0.104822453,0,0,0
16.47918433,3,0.105597767,0,0,0
0,1,0.10575283,0,0,0
5.991464547,7,0.393239262,0,0,0
0,1,0.392463948,0,0,0
4.605170186,4,0.393549388,0,0,0
16.47918433,3,0.105597767,0,0,0
0,1,0.10575283,0,0,1
5.991464547,7,0.394014576,0,0,0
0,1,0.138936269,0,0,0
2.995732274,4,0.394324702,0,0,0
12.47664925,1,0.104822453,0,0,0
16.47918433,3,0.105597767,0,0,0
0,1,0.10575283,0,0,0
29.95732274,7,0.394944953,0,0,0
23.96585819,2,0.395100016,0,0,0
11.98292909,4,0.395255078,0,0,0
0,1,0.138936269,0,0,0
2.302585093,4,0.395565204,0,0,0
12.47664925,1,0.104822453,0,0,0
16.47918433,3,0.105597767,0,0,0
0,1,0.10575283,0,0,0
29.95732274,7,0.394944953,0,0,0
23.96585819,2,0.395100016,0,0,0
11.98292909,4,0.396495581,0,0,1
0,1,0.392463948,0,0,0
2.995732274,4,0.396805706,0,0,0
0,5,0.032718251,0,0,0
13.81551056,4,0.106062955,0,0,0
8.317766167,6,0.173205148,0,0,0
0,2,0.009148705,0,0,0
0,3,0.003721507,0,0,0
16.63553233,8,0.087765545,0,0,0
15.24923797,9,0.008218328,0,0,0
0,2,0.003101256,0,0,0
0,3,0.003721507,0,0,0
29.95732274,6,0.051790975,0,0,0
0,3,0.016281594,0,0,0
29.95732274,7,0.394944953,0,0,0
23.96585819,2,0.395100016,0,0,0
8.317766167,6,0.173205148,0,0,0
0,2,0.009148705,0,0,0
0,3,0.003721507,0,0,0
18.02182669,8,0.01054427,0,0,0
36.04365339,8,0.010699333,0,0,0
5.991464547,10,0.3997519,0,0,0
0,2,0.119398356,0,0,0
2.079441542,5,0.400062025,0,0,0
0,2,0.009148705,0,0,0
0,4,0.068382695,0,0,0
78.86245771,7,0.002325942,0,0,0
0,2,0.009924019,0,0,0
0,3,0.003721507,0,0,0
53.92318092,10,0.00387657,0,0,0
0,11,0.004031633,0,0,0
29.93360621,8,0.080787719,0,0,0
2.197224577,4,0.276942162,0,0,0
1.386294361,7,0.277097224,0,0,0
0,2,0.006047449,0,0,0
0,3,0.003721507,0,0,0
50.92744865,10,0.005427198,0,0,0
0,5,0.254613118,0,0,0
0,3,0.00883858,0,0,0
0,5,0.170103892,0,0,0
0,2,0.003101256,0,0,0
0,5,0.402853156,0,0,0
0,2,0.049309971,0,0,0
0,3,0.019072724,0,0,0
78.86245771,7,0.002325942,0,0,0
6.43775165,9,0.152891921,0,0,0
0,4,0.006357575,0,0,0
53.92318092,10,0.00387657,0,0,0
0,11,0.004031633,0,0,0
0,2,0.024810048,0,0,0
1.098612289,7,0.404248721,0,0,0
0,2,0.003101256,0,0,0
21.97224577,11,0.002636068,0,0,0
62.76807858,4,0.026515739,0,0,0
5.991464547,11,0.05535742,0,0,0
0,1,0,0,0,0
0,2,0.003101256,0,0,0
0,3,0.003721507,0,0,0
78.86245771,7,0.002325942,0,0,0
8.317766167,6,0.173205148,0,0,0
0,2,0.009148705,0,0,0
0,3,0.003721507,0,0,0
131.81222,9,0.051170724,0,0,0
8.987196821,9,0.406264537,0,0,0
0,3,0.003721507,0,0,0
140.7994169,6,0.009458831,0,0,0
0,4,0.006357575,0,0,0
0,2,0.024810048,0,0,0
0,5,0.009613894,0,0,0
2.995732274,10,0.407194914,0,0,0
1.098612289,7,0.407349977,0,0,0
6.931471806,1,0.114901535,0,0,0
0,2,0.024810048,0,0,0
0,3,0.003721507,0,0,0
131.81222,9,0.051170724,0,0,0
0,9,0.081563033,0,0,0
0,3,0.003721507,0,0,0
5.991464547,7,0.408435416,0,0,0
0,3,0.019072724,0,0,0
78.86245771,7,0.002325942,0,0,0
6.43775165,9,0.152891921,0,0,0
0,4,0.006357575,0,0,0
0,2,0.231508761,0,0,0
0,3,0.003721507,0,0,0
131.81222,9,0.051170724,0,0,0
8.987196821,9,0.406264537,0,0,0
0,3,0.016281594,0,0,0
0,3,0.003721507,0,0,0
131.81222,9,0.051170724,0,0,0
0,9,0.081563033,0,0,0
0,3,0.003721507,0,0,0
140.7994169,6,0.009458831,0,0,0
0,4,0.036439758,0,0,0
0,4,0.410916421,0,0,0
16.63553233,8,0.087765545,0,0,0
4.605170186,12,0.411226547,0,0,0
0,4,0.201736703,0,0,0
0,3,0.003721507,0,0,0
140.7994169,6,0.009458831,0,0,0
0,2,0.024810048,0,0,0
0,4,0.031787874,0,0,0
5.545177444,6,0.182043728,0,0,0
0,2,0.009148705,0,0,0
0,2,0.012094898,0,0,0
0,1,0.005737324,0,0,0
41.44653167,5,0.013955652,0,0,0
2.995732274,2,0.412932238,0,0,0
29.95732274,10,0.001395565,0,0,0
0,11,0.004031633,0,0,0
2.302585093,9,0.413397426,0,0,0
0,3,0.003721507,0,0,0
18.02182669,8,0.01054427,0,0,0
36.04365339,8,0.010699333,0,0,0
15.24923797,9,0.008218328,0,0,0
0,3,0.004341758,0,0,0
0,4,0.022794232,0,0,0
0,5,0.011784773,0,0,0
0,2,0.009148705,0,0,0
0,2,0.012094898,0,0,0
9.210340372,12,0.414948054,0,0,0
0,3,0.019072724,0,0,0
78.86245771,7,0.002325942,0,0,0
6.43775165,9,0.152891921,0,0,0
0,4,0.006357575,0,0,0
0,2,0.231508761,0,0,0
0,3,0.003721507,0,0,0
16.12583522,11,0.011319584,0,0,0
59.91464547,7,0.011474647,0,0,0
29.95732274,2,0.338657156,0,0,0
0,3,0.016281594,0,0,0
8.987196821,2,0.416653745,0,0,0
0,4,0.036439758,0,0,0
0,4,0.410916421,0,0,0
18.02182669,8,0.01054427,0,0,0
36.04365339,8,0.010699333,0,0,0
4.605170186,12,0.411226547,0,0,0
0,4,0.201736703,0,0,0
0,3,0.003721507,0,0,0
140.7994169,6,0.009458831,0,0,0
32.95305501,2,0.106528144,0,0,0
0,2,0.024810048,0,0,0
0,4,0.19987595,0,0,0
5.545177444,6,0.182043728,0,0,0
0,2,0.009148705,0,0,0
0,2,0.012094898,0,0,0
0,1,0.005737324,0,0,0
41.44653167,5,0.013955652,0,0,0
0,2,0.119398356,0,0,0
1.791759469,5,0.419444875,0,0,0
1.386294361,9,0.419599938,0,0,0
0,3,0.003721507,0,0,0
18.02182669,8,0.01054427,0,0,0
36.04365339,8,0.010699333,0,0,0
28.66815151,11,0.050550473,0,0,0
0,4,0.035354318,0,0,0
0,3,0.003721507,0,0,0
2.995732274,10,0.420685378,0,0,0
36.04365339,8,0.010699333,0,0,0
28.66815151,11,0.050550473,0,0,0
0,2,0.009924019,0,0,0
0,4,0.010079082,0,0,0
0,2,0.009924019,0,0,0
0,3,0.003721507,0,0,0
16.63553233,8,0.087765545,0,0,0
11.98292909,12,0.106993332,0,0,0
0,5,0.039696077,0,0,0
0,4,0.01162971,0,0,0
0,5,0.011784773,0,0,0
0,2,0.009148705,0,0,0
3.465735903,4,0.422701194,0,0,0
0,1,0.005737324,0,0,0
2.197224577,5,0.42301132,0,0,0
11.98292909,11,0.37044503,0,0,0
2.995732274,6,0.423321445,0,0,0
1.098612289,4,0.423476508,0,0,0
0,4,0.035354318,0,0,0
29.95732274,7,0.394944953,0,0,0
11.98292909,4,0.395255078,0,0,0
0,3,0.016281594,0,0,0
29.95732274,7,0.394944953,0,0,0
11.98292909,4,0.396495581,0,0,0
0,2,0.003101256,0,0,0
0,3,0.003721507,0,0,0
2.079441542,6,0.255543495,0,0,0
29.95732274,7,0.394944953,0,0,0
23.96585819,2,0.395100016,0,0,0
11.98292909,4,0.395255078,0,0,0
0,3,0.016281594,0,0,0
29.95732274,7,0.394944953,0,0,0
23.96585819,2,0.395100016,0,0,0
11.98292909,4,0.396495581,0,0,0
0,4,0.01162971,0,0,0
0,5,0.011784773,0,0,0
0,2,0.009148705,0,0,0
3.465735903,7,0.057683362,0,0,0
0,3,0.003721507,0,0,0
0,5,0.254613118,0,0,0
2.302585093,14,0.427042952,0,0,0
0,8,0.211970848,0,0,0
1.386294361,5,0.361296325,0,0,0
28.66815151,11,0.050550473,0,0,0
0,4,0.01162971,0,0,0
2.995732274,12,0.427818266,0,0,0
0,3,0.017832222,0,0,0
0,5,0.011784773,0,0,0
0,2,0.009148705,0,0,0
0,2,0.012094898,0,0,0
0,6,0.018452473,0,0,0
0,2,0.003101256,0,0,0
8.987196821,10,0.01271515,0,0,0
38.94451956,11,0.00279113,0,0,0
65.90611002,6,0.018917662,0,0,0
0,2,0.119398356,0,0,0
11.09035489,12,0.089936424,0,0,0
0,7,0.113195844,0,0,0
0,3,0.003721507,0,0,0
0,8,0.01659172,0,0,0
0,2,0.006047449,0,0,0
0,3,0.003721507,0,0,0
140.7994169,6,0.009458831,0,0,0
0,2,0.003101256,0,0,0
0,3,0.003721507,0,0,0
19.70935416,8,0.017522096,0,0,0
0,3,0.004341758,0,0,0
0,1,0.005737324,0,0,0
3.465735903,11,0.012249961,0,0,0
5.991464547,7,0.431539774,0,0,0
0,2,0.119398356,0,0,0
4.158883083,8,0.112265468,0,0,0
0,1,0.005737324,0,0,0
6.238324625,8,0.287331369,0,0,0
0,2,0.009148705,0,0,0
2.772588722,8,0.43247015,0,0,0
0,7,0.113195844,0,0,0
0,3,0.003721507,0,0,0
140.7994169,6,0.009458831,0,0,0
7.167037877,8,0.216312607,0,0,0
3.465735903,4,0.141572337,0,0,0
0,5,0.126996434,0,0,0
0,1,0.005737324,0,0,0
23.96585819,11,0.126531245,0,0,0
14.97866137,4,0.433865716,0,0,0
0,2,0.031632811,0,0,0
0,2,0.356954567,0,0,0
0,3,0.003721507,0,0,0
2.772588722,9,0.125600868,0,0,0
0,2,0.006047449,0,0,0
0,3,0.003721507,0,0,0
5.991464547,9,0.126066057,0,0,0
0,3,0.016281594,0,0,0
0,7,0.033493565,0,0,0
6.238324625,8,0.287331369,0,0,0
0,2,0.009148705,0,0,0
2.772588722,8,0.43247015,0,0,0
0,7,0.113195844,0,0,0
0,3,0.003721507,0,0,0
140.7994169,6,0.009458831,0,0,0
7.167037877,8,0.216312607,0,0,0
3.465735903,4,0.141572337,0,0,0
0,6,0.12622112,0,0,0
0,1,0.005737324,0,0,0
23.96585819,11,0.126531245,0,0,0
14.97866137,4,0.433865716,0,0,0
0,2,0.031632811,0,0,0
0,2,0.356954567,0,0,0
0,3,0.003721507,0,0,0
0,3,0.342068538,0,0,0
0,2,0.006047449,0,0,0
0,1,0.005737324,0,0,0
5.991464547,9,0.438207474,0,0,0
0,3,0.019072724,0,0,0
4.158883083,11,0.4385176,0,0,0
0,7,0.056908048,0,0,0
0,4,0.10854396,0,0,0
0,2,0.006047449,0,0,0
0,3,0.003721507,0,0,0
0,8,0.01659172,0,0,0
5.493061443,9,0.289812374,0,0,0
0,3,0.016281594,0,0,0
0,3,0.003721507,0,0,0
0,7,0.269033959,0,0,0
16.63553233,8,0.087765545,0,0,0
28.66815151,11,0.050550473,0,0,0
0,4,0.01162971,0,0,0
0,3,0.017832222,0,0,0
9.210340372,12,0.414948054,0,0,0
0,8,0.211970848,0,0,0
0,2,0.064351062,0,0,0
0,3,0.004341758,0,0,0
0,5,0.011784773,0,0,0
0,4,0.006357575,0,0,0
0,7,0.113195844,0,0,0
0,2,0.031632811,0,0,0
0,3,0.017832222,0,0,0
0,3,0.003721507,0,0,0
140.7994169,6,0.009458831,0,0,0
0,3,0.004341758,0,0,0
0,2,0.356954567,0,0,0
0,3,0.003721507,0,0,0
0,3,0.342068538,0,0,0
0,2,0.006047449,0,0,0
0,1,0.005737324,0,0,0
19.70935416,8,0.017522096,0,0,0
0,2,0.031632811,0,0,0
3.465735903,4,0.141572337,0,0,0
0,6,0.12622112,0,0,0
0,1,0.005737324,0,0,0
23.96585819,11,0.126531245,0,0,0
14.97866137,4,0.433865716,0,0,0
0,3,0.004341758,0,0,0
0,1,0.005737324,0,0,0
3.465735903,11,0.012249961,0,0,0
5.991464547,7,0.431539774,0,0,0
5.991464547,7,0.445030237,0,0,0
0,2,0.356954567,0,0,0
0,3,0.003721507,0,0,0
0,3,0.342068538,0,0,0
0,2,0.006047449,0,0,0
0,1,0.005737324,0,0,0
19.70935416,8,0.017522096,0,0,0
0,2,0.031632811,0,0,0
3.465735903,4,0.141572337,0,0,0
0,6,0.12622112,0,0,0
0,1,0.005737324,0,0,0
23.96585819,11,0.126531245,0,0,0
14.97866137,4,0.433865716,0,0,0
1.609437912,4,0.447046054,0,0,0
0,2,0.009148705,0,0,0
0,2,0.012094898,0,0,0
65.90611002,6,0.018917662,0,0,0
0,8,0.211970848,0,0,0
0,5,0.447821368,0,0,0
0,4,0.068382695,0,0,0
1.098612289,6,0.448131493,0,0,0
1.386294361,3,0.448286556,0,0,0
0,3,0.017832222,0,0,0
3.465735903,7,0.057683362,0,0,0
0,3,0.003721507,0,0,0
11.98292909,11,0.37044503,0,0,0
25.32843602,5,0.307489533,0,0,0
0,2,0.004806947,0,0,0
2.995732274,3,0.449371996,0,0,0
0,3,0.003721507,0,0,0
0.693147181,6,0.449682121,0,0,0
0,3,0.004341758,0,0,0
2.995732274,6,0.449992247,0,0,0
1.098612289,3,0.45014731,0,0,0
0,5,0.450302372,0,0,0
0,2,0.009148705,0,0,0
0,2,0.012094898,0,0,0
4.158883083,8,0.112265468,0,0,0
0,2,0.003101256,0,0,0
0,3,0.003721507,0,0,0
4.394449155,6,0.2646922,0,0,0
0,2,0.322995813,0,0,0
0,6,0.117227477,0,0,0
0,2,0.012094898,0,0,0
2.772588722,5,0.451853,0,0,0
0,4,0.006357575,0,0,0
0,3,0.003721507,0,0,0
53.92318092,10,0.00387657,0,0,0
0,11,0.004031633,0,0,0
0,4,0.023104357,0,0,0
0,2,0.003101256,0,0,0
0,3,0.003721507,0,0,0
8.317766167,5,0.068537758,0,0,0
0,7,0.453248566,0,0,0
4.605170186,12,0.453403628,0,0,0
0,4,0.041246705,0,0,0
2.302585093,10,0.453713754,0,0,0
3.465735903,12,0.330438828,0,0,0
0,3,0.019072724,0,0,0
15.24923797,9,0.008218328,0,0,0
0,2,0.006047449,0,0,0
131.81222,9,0.051170724,0,0,0
0,1,0,0,0,0
3.465735903,4,0.01442084,0,0,0
131.81222,9,0.051170724,0,0,0
8.987196821,9,0.406264537,0,0,0
0,3,0.003721507,0,0,0
5.991464547,7,0.455419445,0,0,0
0,3,0.004341758,0,0,0
0,5,0.170103892,0,0,0
0,3,0.003721507,0,0,0
0,5,0.212901225,0,0,0
0,1,0.350596992,0,0,0
0,2,0.231508761,0,0,0
0,3,0.003721507,0,0,0
140.7994169,6,0.009458831,0,0,0
0,3,0.004341758,0,0,0
5.991464547,8,0.456970073,0,0,0
0,2,0.004806947,0,0,0
0,1,0.005737324,0,0,1
23.96585819,11,0.126531245,0,0,0
14.97866137,4,0.433865716,0,0,0
0,2,0.031632811,0,0,0
0,3,0.004341758,0,0,0
0,2,0.356954567,0,0,0
0,3,0.003721507,0,0,0
2.772588722,9,0.125600868,0,0,0
0,2,0.006047449,0,0,0
0,1,0.005737324,0,0,0
5.991464547,9,0.438207474,0,0,0
0.693147181,10,0.458985889,0,0,0
0,3,0.003721507,0,0,0
15.24923797,9,0.008218328,0,0,0
0,2,0.006047449,0,0,0
131.81222,9,0.051170724,0,0,0
6.931471806,1,0.114901535,0,0,0
3.465735903,4,0.01442084,0,0,0
131.81222,9,0.051170724,0,0,1
0,9,0.081563033,0,0,0
0,3,0.003721507,0,0,0
5.991464547,7,0.455419445,0,0,0
0,3,0.004341758,0,0,0
0,5,0.170103892,0,0,0
0,3,0.003721507,0,0,0
0,5,0.212901225,0,0,0
0,1,0.350596992,0,0,0
0,2,0.231508761,0,0,0
0,3,0.003721507,0,0,0
140.7994169,6,0.009458831,0,0,0
5.991464547,8,0.456970073,0,0,0
0,1,0.005737324,0,0,0
23.96585819,11,0.126531245,0,0,0
2.995732274,5,0.462397271,0,0,0
0,2,0.119398356,0,0,0
0,4,0.022794232,0,0,0
11.09035489,12,0.089936424,0,0,0
0,7,0.113195844,0,0,0
0,3,0.003721507,0,0,0
0,5,0.254613118,0,0,0
0,5,0.46348271,0,0,0
0,2,0.012094898,0,0,0
0,9,0.024965111,0,0,0
0,3,0.000620251,0,0,0
0,4,0.410916421,0,0,0
0,3,0.016281594,0,0,0
4.158883083,3,0.464413087,0,0,0
15.24923797,9,0.008218328,0,0,0
65.90611002,6,0.018917662,0,0,0
0,2,0.119398356,0,0,0
4.158883083,8,0.112265468,0,0,0
0,2,0.003101256,0,0,0
0,3,0.003721507,0,0,0
50.92744865,10,0.005427198,0,0,0
0,8,0.281438983,0,0,0
0,3,0.003721507,0,0,0
4.158883083,11,0.4385176,0,0,0
0,7,0.056908048,0,0,0
0,3,0.003721507,0,0,0
16.63553233,8,0.087765545,0,0,0
15.24923797,9,0.008218328,0,0,0
0,2,0.006047449,0,0,0
0,3,0.003721507,0,0,0
140.7994169,6,0.009458831,0,0,0
0,3,0.016281594,0,0,0
0,3,0.003721507,0,0,0
0,5,0.029151806,0,0,0
16.63553233,8,0.087765545,0,0,0
11.98292909,12,0.106993332,0,0,0
0,3,0.019072724,0,0,0
4.158883083,11,0.4385176,0,0,0
0,5,0.023724608,0,0,0
0,4,0.01162971,0,0,0
0,3,0.017832222,0,0,0
0,5,0.011784773,0,0,1
0,2,0.009148705,0,0,0
0,2,0.012094898,0,0,0
9.210340372,12,0.414948054,0,0,0
0,8,0.469375097,0,0,0
0,2,0.064351062,0,0,0
0,2,0.024810048,0,0,0
2.772588722,5,0.451853,0,0,0
0,4,0.006357575,0,0,0
0,3,0.003721507,0,0,1
14.97866137,12,0.470305474,0,0,0
0,3,0.000620251,0,0,0
0,3,0.003721507,0,0,0
0,7,0.269033959,0,0,0
8.047189562,7,0.012405024,0,0,0
0,3,0.00883858,0,0,0
1.386294361,6,0.471235851,0,0,0
0,3,0.003721507,0,0,0
2.302585093,5,0.471545976,0,0,0
2.995732274,8,0.471701039,0,0,0
1.386294361,6,0.273840906,0,0,0
2.995732274,5,0.472011165,0,0,0
0,3,0.472166227,0,0,0
13.81551056,8,0.47232129,0,0,0
26.96159046,6,0.178632346,0,0,0
0,11,0.001550628,0,0,0
8.987196821,7,0.000465188,0,0,1
0,2,0.026825864,0,0,0
0,4,0.068382695,0,0,0
7.167037877,6,0.073964956,0,0,0
0,3,0.003721507,0,0,0
53.92318092,10,0.00387657,0,0,0
0,11,0.004031633,0,0,0
78.86245771,7,0.002325942,0,0,0
2.995732274,5,0.474026981,0,0,0
0,3,0.004341758,0,0,0
2.197224577,9,0.376182354,0,0,0
0,2,0.004806947,0,0,0
6.907755279,9,0.474647232,0,0,0
0,2,0.064351062,0,0,0
0,4,0.035354318,0,0,0
0,3,0.003721507,0,0,0
101.8548973,6,0.021243604,0,0,0
0,11,0.004031633,0,0,0
78.86245771,7,0.002325942,0,0,0
2.995732274,6,0.475732672,0,0,0
0,2,0.119398356,0,0,0
1.791759469,6,0.476042797,0,0,0
0,2,0.009148705,0,0,0
0,4,0.250891611,0,0,0
0,3,0.476507986,0,0,0
0,7,0.113195844,0,0,0
0,3,0.003721507,0,0,0
85.19564844,12,0.046208715,0,0,0
0,7,0.189951931,0,0,0
0,5,0.005582261,0,0,0
0,3,0.003721507,0,0,0
11.98292909,3,0.477593425,0,0,0
0,3,0.004341758,0,0,0
0,6,0.020778415,0,0,0
0,4,0.020933478,0,0,0
0,3,0.003721507,0,0,0
85.19564844,12,0.046208715,0,0,0
0,7,0.189951931,0,0,0
0,5,0.005582261,0,0,0
0,3,0.003721507,0,0,0
2.995732274,4,0.478988991,0,0,0
0,2,0.026825864,0,0,0
0,3,0.003721507,0,0,0
11.98292909,3,0.477593425,0,0,1
2.079441542,6,0.255543495,0,0,0
0,3,0.003721507,0,0,0
14.97866137,12,0.470305474,0,0,0
0,2,0.006047449,0,0,0
0,3,0.003721507,0,0,0
5.493061443,9,0.289812374,0,0,0
0,4,0.01162971,0,0,0
3.295836866,10,0.480694681,0,0,0
0,5,0.005582261,0,0,0
50.92744865,10,0.005427198,0,0,0
5.545177444,9,0.083423787,0,0,0
0,2,0.198480385,0,0,0
11.98292909,3,0.477593425,0,0,0
0,3,0.004341758,0,0,0
0,5,0.011784773,0,0,0
0,2,0.009148705,0,0,0
3.465735903,4,0.422701194,0,0,0
0,6,0.020778415,0,0,0
0,7,0.189951931,0,0,0
0,4,0.020933478,0,0,0
2.995732274,4,0.482710498,0,0,0
0,2,0.064351062,0,0,0
0,5,0.24530935,0,0,0
0,2,0.012094898,0,0,0
0,7,0.361606451,0,0,0
0,3,0.003721507,0,0,0
14.97866137,12,0.470305474,0,0,0
0,3,0.000620251,0,0,0
0,3,0.003721507,0,0,0
5.493061443,9,0.289812374,0,0,0
0,2,0.003101256,0,0,0
11.98292909,3,0.477593425,0,0,0
3.465735903,3,0.006512638,0,0,0
0,4,0.0066677,0,0,0
3.295836866,10,0.480694681,0,0,0
20.97012591,11,0.004651884,0,0,0
0,1,0.138936269,0,0,0
0,3,0.016281594,0,0,0
0,3,0.017832222,0,0,0
0,7,0.361606451,0,0,0
0,2,0.006047449,0,0,0
0,3,0.003721507,0,0,0
0,5,0.292138316,0,0,0
0,2,0.006047449,0,0,0
5.493061443,9,0.289812374,0,0,0
0,2,0.003101256,0,0,0
0,3,0.003721507,0,0,0
29.93360621,8,0.080787719,0,0,0
0,2,0.041556831,0,0,0
2.995732274,6,0.487207319,0,0,0
0,4,0.068382695,0,0,0
2.995732274,12,0.487517445,0,0,0
50.92744865,10,0.005427198,0,0,0
0,8,0.281438983,0,0,0
0,3,0.004341758,0,0,0
0,4,0.023104357,0,0,0
0,2,0.009148705,0,0,0
2.079441542,9,0.332454644,0,0,0
0,3,0.003721507,0,0,0
14.97866137,12,0.470305474,0,0,0
0,3,0.000620251,0,0,0
0,3,0.003721507,0,0,0
8.047189562,7,0.012405024,0,0,0
0,2,0.003101256,0,0,0
